id;name;picture;price
a16e23d8-8728-4035-9e29-5e99e9b8a013;PlayStation 4 Slim 500GB Console - Uncharted 4 Bundle;https://images-na.ssl-images-amazon.com/images/I/41swX-m9CPL.jpg;254.95
53386d14-9e93-437a-9eea-41717f7eff81;FARSIC 6D optical Gaming Mouse with adjustable 3200 DPI;https://images-na.ssl-images-amazon.com/images/I/6129ByLgWWL._SL1000_.jpg;15.99
ec65f8f0-7e95-4533-a903-b40560d73340;Nintendo Entertainment System: NES Classic Edition;https://images-na.ssl-images-amazon.com/images/I/81s7B%2BAls-L._SL1500_.jpg;168.00
bef4f639-8ab4-44a6-b82a-2ae84dfe1612;AmazonBasics AAA Rechargeable Batteries (12-Pack);https://images-na.ssl-images-amazon.com/images/I/81XXvIPExVL._SL1500_.jpg;11.99
fa7f8ed2-6535-481a-b10e-ea33a105a047;ASUS USB Adapter with Bluetooth (USB-BT400);https://images-na.ssl-images-amazon.com/images/I/61yGN7ZX62L._SL1500_.jpg;12.99
29f15196-d904-4851-91e3-603b3d69155b;Shimano 6800 Ultegra 11-Speed Cassette;https://images-na.ssl-images-amazon.com/images/I/91WKP8BbObL._SL1500_.jpg;50.98
33af03a1-4e2a-416c-a818-c7f2c21cd224;LeFun FM Transmitter, Wireless Radio Adapter Car Kit;https://images-na.ssl-images-amazon.com/images/I/61JQKu9cz%2BL._SL1500_.jpg;14.99
d9f46fa7-0119-41d2-83e7-69feca8a4555;Amazon Premium Greeting Cards with Anytime Gift Cards, Pack of 3;https://images-na.ssl-images-amazon.com/images/I/71BgL7XmCxL._SL1500_.jpg;2.99
